subjects	Activity	variable	Description
24	LAYING	tGravityAcc-mean()-Z	"Subject # 24 while LAYING,Mean of measurements of   acceleration due to Gravity for  Z axis  in (time domain)"
24	LAYING	tGravityAcc-std()-X	"Subject # 24 while LAYING,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (time domain)"
24	LAYING	tGravityAcc-std()-Y	"Subject # 24 while LAYING,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (time domain)"
24	LAYING	tGravityAcc-std()-Z	"Subject # 24 while LAYING,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (time domain)"
24	LAYING	tBodyAccJerk-mean()-X	"Subject # 24 while LAYING,Mean of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
24	LAYING	tBodyAccJerk-mean()-Y	"Subject # 24 while LAYING,Mean of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
24	LAYING	tBodyAccJerk-mean()-Z	"Subject # 24 while LAYING,Mean of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
24	LAYING	tBodyAccJerk-std()-X	"Subject # 24 while LAYING,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
24	LAYING	tBodyAccJerk-std()-Y	"Subject # 24 while LAYING,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
24	LAYING	tBodyAccJerk-std()-Z	"Subject # 24 while LAYING,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
24	LAYING	tBodyGyro-mean()-X	"Subject # 24 while LAYING,Mean of body angular velocity for x- axis in (time domain)"
24	LAYING	tBodyGyro-mean()-Y	"Subject # 24 while LAYING,Mean of body angular velocity for y- axis in (time domain)"
24	LAYING	tBodyGyro-mean()-Z	"Subject # 24 while LAYING,Mean of body angular velocity for z- axis in (time domain)"
24	LAYING	tBodyGyro-std()-X	"Subject # 24 while LAYING,Standard deviation of body angular velocity for x- axis in (time domain)"
24	LAYING	tBodyGyro-std()-Y	"Subject # 24 while LAYING,Standard deviation of body angular velocity for y- axis in (time domain)"
24	LAYING	tBodyGyro-std()-Z	"Subject # 24 while LAYING,Standard deviation of body angular velocity for z- axis in (time domain)"
24	LAYING	tBodyGyroJerk-mean()-X	"Subject # 24 while LAYING,Mean of the  body angular velocity Jerk for X- axis in (time domain)"
24	LAYING	tBodyGyroJerk-mean()-Y	"Subject # 24 while LAYING,Mean of the  body angular velocity Jerk for Y- axis in (time domain)"
24	LAYING	tBodyGyroJerk-mean()-Z	"Subject # 24 while LAYING,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
24	LAYING	tBodyGyroJerk-std()-X	"Subject # 24 while LAYING,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
24	LAYING	tBodyGyroJerk-std()-Y	"Subject # 24 while LAYING,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
24	LAYING	tBodyGyroJerk-std()-Z	"Subject # 24 while LAYING,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
24	LAYING	tBodyAccMag-mean()	"Subject # 24 while LAYING,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
24	LAYING	tBodyAccMag-std()	"Subject # 24 while LAYING,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
24	LAYING	tGravityAccMag-mean()	"Subject # 24 while LAYING,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
24	LAYING	tGravityAccMag-std()	"Subject # 24 while LAYING,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
24	LAYING	tBodyAccJerkMag-mean()	"Subject # 24 while LAYING,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
24	LAYING	tBodyAccJerkMag-std()	"Subject # 24 while LAYING,Standard deviation  of magnitute of measurements of Body kerk acceleration in (time domain)"
24	LAYING	tBodyGyroMag-mean()	"Subject # 24 while LAYING,Mean of magnitute of measurements of body angular velocity in (time domain)"
24	LAYING	tBodyGyroMag-std()	"Subject # 24 while LAYING,Standard deviation of magnitute of measurements of body angular velocity in (time domain)"
24	LAYING	tBodyGyroJerkMag-mean()	"Subject # 24 while LAYING,Mean of magnitute of measurements of Jerk  angular velocity in (time domain)"
24	LAYING	tBodyGyroJerkMag-std()	"Subject # 24 while LAYING,Standard deviation of magnitute of measurements of Jerk angular velocity in (time domain)"
24	LAYING	fBodyAcc-mean()-X	"Subject # 24 while LAYING,Mean of magnitute of measurements of Jerk  angular velocity in (frequency domain)"
24	LAYING	fBodyAcc-mean()-Y	"Subject # 24 while LAYING,Standard deviation of magnitute of measurements of Jerk angular velocity in (frequency domain)"
24	LAYING	fBodyAcc-mean()-Z	"Subject # 24 while LAYING,Mean of measurements of Body acceleration for  X axis  in (frequency domain)"
24	LAYING	fBodyAcc-std()-X	"Subject # 24 while LAYING,Mean of measurements of Body acceleration for  Y axis  in (frequency domain)"
24	LAYING	fBodyAcc-std()-Y	"Subject # 24 while LAYING,Mean of measurements of Body acceleration for  Z axis  in (frequency domain)"
24	LAYING	fBodyAcc-std()-Z	"Subject # 24 while LAYING,Standard deviation  of measurements of Body acceleration for  X axis  in (frequency domain)"
24	LAYING	fBodyAccJerk-mean()-X	"Subject # 24 while LAYING,Standard deviation  of measurements of Body acceleration for  Y axis  in (frequency domain)"
24	LAYING	fBodyAccJerk-mean()-Y	"Subject # 24 while LAYING,Standard deviation  of measurements of Body acceleration for  Z axis  in (frequency domain)"
24	LAYING	fBodyAccJerk-mean()-Z	"Subject # 24 while LAYING,Mean of measurements of   acceleration due to Gravity for  X axis  in (frequency domain)"
24	LAYING	fBodyAccJerk-std()-X	"Subject # 24 while LAYING,Mean of measurements of   acceleration due to Gravity for  Y axis  in (frequency domain)"
24	LAYING	fBodyAccJerk-std()-Y	"Subject # 24 while LAYING,Mean of measurements of   acceleration due to Gravity for  Z axis  in (frequency domain)"
24	LAYING	fBodyAccJerk-std()-Z	"Subject # 24 while LAYING,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (frequency domain)"
24	LAYING	fBodyGyro-mean()-X	"Subject # 24 while LAYING,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (frequency domain)"
24	LAYING	fBodyGyro-mean()-Y	"Subject # 24 while LAYING,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (frequency domain)"
24	LAYING	fBodyGyro-mean()-Z	"Subject # 24 while LAYING,Mean of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
24	LAYING	fBodyGyro-std()-X	"Subject # 24 while LAYING,Mean of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
24	LAYING	fBodyGyro-std()-Y	"Subject # 24 while LAYING,Mean of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
24	LAYING	fBodyGyro-std()-Z	"Subject # 24 while LAYING,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
24	LAYING	fBodyAccMag-mean()	"Subject # 24 while LAYING,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
24	LAYING	fBodyAccMag-std()	"Subject # 24 while LAYING,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
24	LAYING	fBodyBodyAccJerkMag-mean()	"Subject # 24 while LAYING,Mean of body angular velocity for x- axis in (frequency domain)"
24	LAYING	fBodyBodyAccJerkMag-std()	"Subject # 24 while LAYING,Mean of body angular velocity for y- axis in (frequency domain)"
24	LAYING	fBodyBodyGyroMag-mean()	"Subject # 24 while LAYING,Mean of body angular velocity for z- axis in (frequency domain)"
24	LAYING	fBodyBodyGyroMag-std()	"Subject # 24 while LAYING,Standard deviation of body angular velocity for x- axis in (frequency domain)"
24	LAYING	fBodyBodyGyroJerkMag-mean()	"Subject # 24 while LAYING,Standard deviation of body angular velocity for y- axis in (frequency domain)"
24	LAYING	fBodyBodyGyroJerkMag-std()	"Subject # 24 while LAYING,Standard deviation of body angular velocity for z- axis in (frequency domain)"
25	WALKING	tBodyAcc-mean()-X	"Subject # 25 while WALKING,Mean of measurements of Body acceleration for  X axis  in (time domain)"
25	WALKING	tBodyAcc-mean()-Y	"Subject # 25 while WALKING,Mean of measurements of Body acceleration for  Y axis  in (time domain)"
25	WALKING	tBodyAcc-mean()-Z	"Subject # 25 while WALKING,Mean of measurements of Body acceleration for  Z axis  in (time domain)"
25	WALKING	tBodyAcc-std()-X	"Subject # 25 while WALKING,Standard deviation  of measurements of Body acceleration for  X axis  in (time domain)"
25	WALKING	tBodyAcc-std()-Y	"Subject # 25 while WALKING,Standard deviation  of measurements of Body acceleration for  Y axis  in (time domain)"
25	WALKING	tBodyAcc-std()-Z	"Subject # 25 while WALKING,Standard deviation  of measurements of Body acceleration for  Z axis  in (time domain)"
25	WALKING	tGravityAcc-mean()-X	"Subject # 25 while WALKING,Mean of measurements of   acceleration due to Gravity for  X axis  in (time domain)"
25	WALKING	tGravityAcc-mean()-Y	"Subject # 25 while WALKING,Mean of measurements of   acceleration due to Gravity for  Y axis  in (time domain)"
25	WALKING	tGravityAcc-mean()-Z	"Subject # 25 while WALKING,Mean of measurements of   acceleration due to Gravity for  Z axis  in (time domain)"
25	WALKING	tGravityAcc-std()-X	"Subject # 25 while WALKING,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (time domain)"
25	WALKING	tGravityAcc-std()-Y	"Subject # 25 while WALKING,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (time domain)"
25	WALKING	tGravityAcc-std()-Z	"Subject # 25 while WALKING,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (time domain)"
25	WALKING	tBodyAccJerk-mean()-X	"Subject # 25 while WALKING,Mean of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
25	WALKING	tBodyAccJerk-mean()-Y	"Subject # 25 while WALKING,Mean of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
25	WALKING	tBodyAccJerk-mean()-Z	"Subject # 25 while WALKING,Mean of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
25	WALKING	tBodyAccJerk-std()-X	"Subject # 25 while WALKING,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
25	WALKING	tBodyAccJerk-std()-Y	"Subject # 25 while WALKING,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
25	WALKING	tBodyAccJerk-std()-Z	"Subject # 25 while WALKING,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
25	WALKING	tBodyGyro-mean()-X	"Subject # 25 while WALKING,Mean of body angular velocity for x- axis in (time domain)"
25	WALKING	tBodyGyro-mean()-Y	"Subject # 25 while WALKING,Mean of body angular velocity for y- axis in (time domain)"
25	WALKING	tBodyGyro-mean()-Z	"Subject # 25 while WALKING,Mean of body angular velocity for z- axis in (time domain)"
25	WALKING	tBodyGyro-std()-X	"Subject # 25 while WALKING,Standard deviation of body angular velocity for x- axis in (time domain)"
25	WALKING	tBodyGyro-std()-Y	"Subject # 25 while WALKING,Standard deviation of body angular velocity for y- axis in (time domain)"
25	WALKING	tBodyGyro-std()-Z	"Subject # 25 while WALKING,Standard deviation of body angular velocity for z- axis in (time domain)"
25	WALKING	tBodyGyroJerk-mean()-X	"Subject # 25 while WALKING,Mean of the  body angular velocity Jerk for X- axis in (time domain)"
25	WALKING	tBodyGyroJerk-mean()-Y	"Subject # 25 while WALKING,Mean of the  body angular velocity Jerk for Y- axis in (time domain)"
25	WALKING	tBodyGyroJerk-mean()-Z	"Subject # 25 while WALKING,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
25	WALKING	tBodyGyroJerk-std()-X	"Subject # 25 while WALKING,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
25	WALKING	tBodyGyroJerk-std()-Y	"Subject # 25 while WALKING,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
25	WALKING	tBodyGyroJerk-std()-Z	"Subject # 25 while WALKING,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
25	WALKING	tBodyAccMag-mean()	"Subject # 25 while WALKING,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
25	WALKING	tBodyAccMag-std()	"Subject # 25 while WALKING,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
25	WALKING	tGravityAccMag-mean()	"Subject # 25 while WALKING,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
25	WALKING	tGravityAccMag-std()	"Subject # 25 while WALKING,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
25	WALKING	tBodyAccJerkMag-mean()	"Subject # 25 while WALKING,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
25	WALKING	tBodyAccJerkMag-std()	"Subject # 25 while WALKING,Standard deviation  of magnitute of measurements of Body kerk acceleration in (time domain)"
25	WALKING	tBodyGyroMag-mean()	"Subject # 25 while WALKING,Mean of magnitute of measurements of body angular velocity in (time domain)"
25	WALKING	tBodyGyroMag-std()	"Subject # 25 while WALKING,Standard deviation of magnitute of measurements of body angular velocity in (time domain)"
25	WALKING	tBodyGyroJerkMag-mean()	"Subject # 25 while WALKING,Mean of magnitute of measurements of Jerk  angular velocity in (time domain)"
25	WALKING	tBodyGyroJerkMag-std()	"Subject # 25 while WALKING,Standard deviation of magnitute of measurements of Jerk angular velocity in (time domain)"
25	WALKING	fBodyAcc-mean()-X	"Subject # 25 while WALKING,Mean of the  body angular velocity Jerk for X- axis in (frequency domain)"
25	WALKING	fBodyAcc-mean()-Y	"Subject # 25 while WALKING,Mean of the  body angular velocity Jerk for Y- axis in (frequency domain)"
25	WALKING	fBodyAcc-mean()-Z	"Subject # 25 while WALKING,Mean of the  body angular velocity Jerk for Z- axis in (frequency domain)"
25	WALKING	fBodyAcc-std()-X	"Subject # 25 while WALKING,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (frequency domain)"
25	WALKING	fBodyAcc-std()-Y	"Subject # 25 while WALKING,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (frequency domain)"
25	WALKING	fBodyAcc-std()-Z	"Subject # 25 while WALKING,Standard Deviation of the  body angular velocity Jerk for Z- axis in (frequency domain)"
25	WALKING	fBodyAccJerk-mean()-X	"Subject # 25 while WALKING,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (frequency domain)"
25	WALKING	fBodyAccJerk-mean()-Y	"Subject # 25 while WALKING,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (frequency domain)"
25	WALKING	fBodyAccJerk-mean()-Z	"Subject # 25 while WALKING,Mean of magnitute of measurements of acceleration due to Gravity in (frequency domain)"
25	WALKING	fBodyAccJerk-std()-X	"Subject # 25 while WALKING,Standard deviation of magnitute of measurements of acceleration due to Gravity in (frequency domain)"
25	WALKING	fBodyAccJerk-std()-Y	"Subject # 25 while WALKING,Mean of magnitute of measurements of Body kerk acceleration in (frequency domain)"
25	WALKING	fBodyAccJerk-std()-Z	"Subject # 25 while WALKING,Standard deviation  of magnitute of measurements of Body kerk acceleration in (frequency domain)"
25	WALKING	fBodyGyro-mean()-X	"Subject # 25 while WALKING,Mean of magnitute of measurements of body angular velocity in (frequency domain)"
25	WALKING	fBodyGyro-mean()-Y	"Subject # 25 while WALKING,Standard deviation of magnitute of measurements of body angular velocity in (frequency domain)"
25	WALKING	fBodyGyro-mean()-Z	"Subject # 25 while WALKING,Mean of magnitute of measurements of Jerk  angular velocity in (frequency domain)"
25	WALKING	fBodyGyro-std()-X	"Subject # 25 while WALKING,Standard deviation of magnitute of measurements of Jerk angular velocity in (frequency domain)"
25	WALKING	fBodyGyro-std()-Y	"Subject # 25 while WALKING,Mean of measurements of Body acceleration for  X axis  in (frequency domain)"
25	WALKING	fBodyGyro-std()-Z	"Subject # 25 while WALKING,Mean of measurements of Body acceleration for  Y axis  in (frequency domain)"
25	WALKING	fBodyAccMag-mean()	"Subject # 25 while WALKING,Mean of measurements of Body acceleration for  Z axis  in (frequency domain)"
25	WALKING	fBodyAccMag-std()	"Subject # 25 while WALKING,Standard deviation  of measurements of Body acceleration for  X axis  in (frequency domain)"
25	WALKING	fBodyBodyAccJerkMag-mean()	"Subject # 25 while WALKING,Standard deviation  of measurements of Body acceleration for  Y axis  in (frequency domain)"
25	WALKING	fBodyBodyAccJerkMag-std()	"Subject # 25 while WALKING,Standard deviation  of measurements of Body acceleration for  Z axis  in (frequency domain)"
25	WALKING	fBodyBodyGyroMag-mean()	"Subject # 25 while WALKING,Mean of measurements of   acceleration due to Gravity for  X axis  in (frequency domain)"
25	WALKING	fBodyBodyGyroMag-std()	"Subject # 25 while WALKING,Mean of measurements of   acceleration due to Gravity for  Y axis  in (frequency domain)"
25	WALKING	fBodyBodyGyroJerkMag-mean()	"Subject # 25 while WALKING,Mean of measurements of   acceleration due to Gravity for  Z axis  in (frequency domain)"
25	WALKING	fBodyBodyGyroJerkMag-std()	"Subject # 25 while WALKING,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (frequency domain)"
25	WALKING_UPSTAIRS	tBodyAcc-mean()-X	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration for  X axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAcc-mean()-Y	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration for  Y axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration for  Z axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAcc-std()-X	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of measurements of Body acceleration for  X axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAcc-std()-Y	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of measurements of Body acceleration for  Y axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAcc-std()-Z	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of measurements of Body acceleration for  Z axis  in (time domain)"
25	WALKING_UPSTAIRS	tGravityAcc-mean()-X	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of   acceleration due to Gravity for  X axis  in (time domain)"
25	WALKING_UPSTAIRS	tGravityAcc-mean()-Y	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of   acceleration due to Gravity for  Y axis  in (time domain)"
25	WALKING_UPSTAIRS	tGravityAcc-mean()-Z	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of   acceleration due to Gravity for  Z axis  in (time domain)"
25	WALKING_UPSTAIRS	tGravityAcc-std()-X	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (time domain)"
25	WALKING_UPSTAIRS	tGravityAcc-std()-Y	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (time domain)"
25	WALKING_UPSTAIRS	tGravityAcc-std()-Z	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccJerk-mean()-X	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Y	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccJerk-mean()-Z	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccJerk-std()-X	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccJerk-std()-Y	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccJerk-std()-Z	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyro-mean()-X	"Subject # 25 while WALKING_UPSTAIRS,Mean of body angular velocity for x- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyro-mean()-Y	"Subject # 25 while WALKING_UPSTAIRS,Mean of body angular velocity for y- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyro-mean()-Z	"Subject # 25 while WALKING_UPSTAIRS,Mean of body angular velocity for z- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyro-std()-X	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for x- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyro-std()-Y	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for y- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyro-std()-Z	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for z- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroJerk-mean()-X	"Subject # 25 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for X- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroJerk-mean()-Y	"Subject # 25 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for Y- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroJerk-mean()-Z	"Subject # 25 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroJerk-std()-X	"Subject # 25 while WALKING_UPSTAIRS,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroJerk-std()-Y	"Subject # 25 while WALKING_UPSTAIRS,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroJerk-std()-Z	"Subject # 25 while WALKING_UPSTAIRS,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
25	WALKING_UPSTAIRS	tGravityAccMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
25	WALKING_UPSTAIRS	tGravityAccMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccJerkMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
25	WALKING_UPSTAIRS	tBodyAccJerkMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of magnitute of measurements of Body kerk acceleration in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Mean of magnitute of measurements of body angular velocity in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of magnitute of measurements of body angular velocity in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroJerkMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Mean of magnitute of measurements of Jerk  angular velocity in (time domain)"
25	WALKING_UPSTAIRS	tBodyGyroJerkMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of magnitute of measurements of Jerk angular velocity in (time domain)"
25	WALKING_UPSTAIRS	fBodyAcc-mean()-X	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAcc-mean()-Z	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAcc-std()-X	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAcc-std()-Y	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAcc-std()-Z	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAccJerk-mean()-X	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAccJerk-mean()-Y	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAccJerk-mean()-Z	"Subject # 25 while WALKING_UPSTAIRS,Mean of body angular velocity for x- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAccJerk-std()-X	"Subject # 25 while WALKING_UPSTAIRS,Mean of body angular velocity for y- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAccJerk-std()-Y	"Subject # 25 while WALKING_UPSTAIRS,Mean of body angular velocity for z- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAccJerk-std()-Z	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for x- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyGyro-mean()-X	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for y- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyGyro-mean()-Y	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of body angular velocity for z- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	"Subject # 25 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for X- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyGyro-std()-X	"Subject # 25 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for Y- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyGyro-std()-Y	"Subject # 25 while WALKING_UPSTAIRS,Mean of the  body angular velocity Jerk for Z- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyGyro-std()-Z	"Subject # 25 while WALKING_UPSTAIRS,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAccMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyAccMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard Deviation of the  body angular velocity Jerk for Z- axis in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyBodyGyroMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Mean of magnitute of measurements of acceleration due to Gravity in (frequency domain)"
